Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
8,1,1,1.0,1.0,1.0,1.0,1.0,['9b8b3a60594d381125b1a898fdad9a819c459666'],['9b8b3a60594d381125b1a898fdad9a819c459666']
78,2,0,0.0,0.0,0.0,0.0,0.0,[],"['884160824b7b43e0a4b0fa2e09fd576990642075', 'cbea8d283f082b719271c18016c948a9927a3c56']"
155,7,0,0.0,0.0,0.0,0.0,0.0,[],"['1a8744f23830cb9733fef066162f6a5ad36ac265', '1ef2cf9cc0b47e3f56f9acef7466d14a2332b748', '6b812df21559438a379c897cea8d745145619579', '6e1af4eacfa6e7e620cf4af9227c78b8f4a84f5f', 'a2e0802516a3a5393b0a0e1834eecb0db5987232', 'ea43d6ca76b725ecd1439199099cdf1660c9897f', 'f7090b855af84df147c9def28c8b716f21065c50']"
157,1,1,1.0,1.0,1.0,1.0,1.0,['bf03ea912d9f0d9a58a119df85cc8f8a66339781'],['bf03ea912d9f0d9a58a119df85cc8f8a66339781']
161,2,0,0.0,0.0,0.0,0.0,0.0,[],"['2f848de7b72d53cdf713dd023b27546a74ea40d4', '6544289fc286b51c5d279e54d7f6d4e2bce7cb07']"
217,4,0,0.0,0.0,0.0,0.0,0.0,[],"['3102567dcd6cc9977f3be0168b389fe713f27e76', '419df9e02a23934d0eeb3a41841dc668b5800c4c', '77c9e3600478a8d9c646afd6a2aa07697155a1f3', '8a99449e92c8b7dd36c8df1b94125ec015fa2080']"
278,1,1,1.0,1.0,1.0,1.0,1.0,['3955d87b66daef8b004de6be6186ac2a8bd0ecab'],['3955d87b66daef8b004de6be6186ac2a8bd0ecab']
408,1,1,1.0,1.0,1.0,1.0,1.0,['d94e42886230d211c75cd2697c8bc212a0c28bae'],['d94e42886230d211c75cd2697c8bc212a0c28bae']
423,1,1,1.0,1.0,1.0,1.0,1.0,['5377daa9c709973eccb67e3fee57fdf0509eaa24'],['5377daa9c709973eccb67e3fee57fdf0509eaa24']
446,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['c6249c3f1d2108d8e4ab40a6cc75e7ce77712a24', 'e98ebe8e1ec4467696b7354419aa1a323f5aad49']","['17b40bd8425532402ea9f3a94c860aae864d5257', 'e98ebe8e1ec4467696b7354419aa1a323f5aad49']"
510,1,1,1.0,1.0,1.0,1.0,1.0,['f7949390db9fa23bc1dbdc7be24f4fbb54d1f4dc'],['f7949390db9fa23bc1dbdc7be24f4fbb54d1f4dc']
553,1,1,1.0,1.0,1.0,1.0,1.0,['a3392773aa65b7fc6fb61fc0fb5ef813af3f2c58'],['a3392773aa65b7fc6fb61fc0fb5ef813af3f2c58']
763,4,0,0.0,0.0,0.0,0.0,0.0,[],"['2e0f4102aa11b6a2be56da23949f9ca81076923b', 'd06c0724d5f02c55f479eafe8dfe21a471272626', 'daca7f1725b81bc13c0bacfae5419e2ba323eca6', 'db85445e56496734bf596a9f49d229424df549a7']"
787,4,0,0.0,0.0,0.0,0.0,0.0,[],"['12c076fced140c2b0b92e253873ae1da62fed16c', '60dc0386a4eb2722efaa63fdbdb9c448a3394c4e', '7689df0b90103d649acec0101dffadc2e8af731c', '8634fcfe649bc30bf94afead07e70c4279fcd276']"
915,2,2,1.0,1.0,1.0,1.0,1.0,"['719245190990a083294c51ed9cfe7cea4cb5aad4', 'a3f015f2ea4eb7ce4103281f65d31448d3465a93']","['719245190990a083294c51ed9cfe7cea4cb5aad4', 'a3f015f2ea4eb7ce4103281f65d31448d3465a93']"
970,1,1,1.0,1.0,1.0,1.0,1.0,['54a70a6e3679a733edeb287606f2902566090e60'],['54a70a6e3679a733edeb287606f2902566090e60']
1023,1,1,1.0,1.0,1.0,1.0,1.0,['7d6d624cd36f42b6fc84893c0db6d1eee3d49da6'],['7d6d624cd36f42b6fc84893c0db6d1eee3d49da6']
1028,7,0,0.0,0.0,0.0,0.0,0.0,[],"['06492ad42402da8477a3935073e899939b3a8477', '0f4edf3515b2e8b1acd18ea27bc5779167fd9df5', '3475382a9d7d4563a20a30f726957a94d0af69cb', '370a365920e74a1c022d0250e88e74e2931dfd40', '6f7ede47efcdec0793a4a7938004bc9aacedcfb1', 'e84022ee63fc45cc4cf6779d64686a53738ae9cb', 'fe98e01a36d016b37165680ae3de24c15f393d19']"
1056,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,"['26cbff7a236fd0a06d7b34f8e97d8d0c5631b873', 'c55c16e0b0f7d3778c3e04ef747f9e557f0718a7', 'cb684b7468710dbcaf22e6c25986ab0f8e5e2026']","['1439094782ca131210070cabfa09d8f0cd0cb1f8', '26cbff7a236fd0a06d7b34f8e97d8d0c5631b873', 'c55c16e0b0f7d3778c3e04ef747f9e557f0718a7']"
1225,1,1,1.0,1.0,1.0,1.0,1.0,['50ceff7f99f62912c46753b1c8e58cdad5f776d3'],['50ceff7f99f62912c46753b1c8e58cdad5f776d3']
1441,1,1,1.0,1.0,1.0,1.0,1.0,['39668d764df7019b246c27aac2c3336215762bf2'],['39668d764df7019b246c27aac2c3336215762bf2']
