Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
659,1,1,1.0,1.0,1.0,1.0,1.0,['ceb737cf9cca'],['ceb737cf9cca'],"{'ceb737cf9cca': 0.96, '46e6a89bddd0': 0.25}"
2304,2,0,0.0,0.0,0.0,0.0,0.0,[],"['0a4d112bbd72', 'fd72c88f145a']",{}
3360,6,0,0.0,0.0,0.0,0.0,0.0,[],"['653d6991c63b', 'aaf324a8f87f', 'b3585dcf79da', 'caedcc9acd60', 'e5ee681b8111', 'f2641bdbfdd2']",{}
3542,1,0,0.0,0.0,0.0,0.0,0.0,[],['baf982fa07f4'],{}
4527,1,0,0.0,0.0,0.0,0.0,0.0,[],['ddc16d18e564'],{}
4876,1,0,0.0,0.0,0.0,0.0,0.0,[],['4fed208523cb'],{}
6603,3,0,0.0,0.0,0.0,0.0,0.0,[],"['6e882cbfe5bc', 'c46b8be26f00', 'fbd28ee43726']",{}
7293,2,0,0.0,0.0,0.0,0.0,0.0,[],"['02b173cba505', '44abf2361a4f']",{}
9034,5,3,1.0,0.6,0.7499999999999999,1.0,0.7227265726449519,"['2e378495cc7c', '5a6ead29d2a1', '7d9b667181b9']","['2e378495cc7c', '3d5e3ce1ac6d', '5a6ead29d2a1', '60c2b1096517', '7d9b667181b9']","{'5a6ead29d2a1': 0.7, '2e378495cc7c': 0.9, '7d9b667181b9': 0.85}"
9146,4,0,0.0,0.0,0.0,0.0,0.0,[],"['26be247a5e88', '604999b00b97', '97e385ae5fa3', 'abd6a7a20b19']",{}
9166,1,0,0.0,0.0,0.0,0.0,0.0,[],['525950f981fe'],{}
9175,3,0,0.0,0.0,0.0,0.0,0.0,[],"['541ed7f1e82f', '64e58c30df33', '8af88ff2410c']",{}
9314,4,0,0.0,0.0,0.0,0.0,0.0,[],"['6dc2abe5e7f5', '7306017b2ed6', '8a703cba72e4', 'b01b7691e241']",{}
9405,3,3,1.0,1.0,1.0,1.0,1.0,"['566263e961f1', 'ad817b410a53', 'f642fbcb7c70']","['566263e961f1', 'ad817b410a53', 'f642fbcb7c70']","{'ad817b410a53': 0.95, 'f642fbcb7c70': 0.6, '566263e961f1': 0.5, '9232e59247d6': 0.3, '5b6da59253d0': 0.2}"
9856,1,0,0.0,0.0,0.0,0.0,0.0,[],['56125e806429'],{}
10414,2,0,0.0,0.0,0.0,0.0,0.0,[],"['7ae663cabea0', 'f715033d5727']",{}
10972,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0c8ae72df03f', '1b700900a1ad', '4fd3d6926887', '9232e59247d6']",{}
11141,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['de704eb77194'],"['de704eb77194', 'eae953167cef']","{'de704eb77194': 0.9, '14fb8a2ec8db': 0.2}"
11737,1,0,0.0,0.0,0.0,0.0,0.0,[],['581761b7fd64'],{}
12353,1,1,1.0,1.0,1.0,1.0,1.0,['0ed59b65c95f'],['0ed59b65c95f'],"{'0ed59b65c95f': 0.99, '1e02c53be1bd': 0.3}"
12470,2,0,0.0,0.0,0.0,0.0,0.0,[],"['189752aef886', '4f11a040fab9']",{}
