Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
906,1,1,1.0,1.0,1.0,1.0,1.0,['d9ad1222139809b212fbcee243dfcba67e001ea5'],['d9ad1222139809b212fbcee243dfcba67e001ea5']
1089,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['377853e0486dc10c1350396212f6520d8c11f175'],"['377853e0486dc10c1350396212f6520d8c11f175', 'd4382396a2d5b36d5df002c24d8fe320a05cb127']"
1245,1,0,0.0,0.0,0.0,0.0,0.0,[],['1b7fc08a2a111a4cdb7e095c45838da41c95d475']
1439,1,1,1.0,1.0,1.0,1.0,1.0,['915fe85a52cd8df3c394e94905fd34b5db9073a9'],['915fe85a52cd8df3c394e94905fd34b5db9073a9']
1513,1,2,0.5,1.0,0.6666666666666666,0.5,0.0,"['5008b4f50f2c114b3572a7b1e1ae7ce47a023105', 'c1d9ae64320b4868184c785d5aa37385ee6f5fa4']",['5008b4f50f2c114b3572a7b1e1ae7ce47a023105']
1667,1,1,1.0,1.0,1.0,1.0,1.0,['7fe2cfd7331e6441340a14749026ba1c315b3b79'],['7fe2cfd7331e6441340a14749026ba1c315b3b79']
1688,1,1,1.0,1.0,1.0,1.0,1.0,['7a5c1297833c652ac5eeba81beef22acbecbe095'],['7a5c1297833c652ac5eeba81beef22acbecbe095']
1696,2,0,0.0,0.0,0.0,0.0,0.0,[],"['6c76755a2ebe23f7cdfab3e4fe12975213e4ce77', 'cac488e65c164258b473af4086c52af149781f1e']"
1699,1,1,1.0,1.0,1.0,1.0,1.0,['5e28c9aaf73e24add72ec74453ee1c4315e06b5e'],['5e28c9aaf73e24add72ec74453ee1c4315e06b5e']
1983,7,1,1.0,0.14285714285714285,0.25,1.0,0.27487633291429087,['1e47e518280d392244bb01cb3cc87fa7bc193c26'],"['17519962488f8c0f7b99db609dc32a88d72048c4', '1e47e518280d392244bb01cb3cc87fa7bc193c26', '4471f346d63036c2fca8aa8c442fd36fbe72456f', '69fc74a2cb7ad77bc4e1b8696bbc5fb30b37352d', '72fe0b12b2425b0a76d36695badcc5bba14984a9', '797045a5bb955696b1571043b32df002caa61236', 'ea5300f5809e6c8241a14086e0360ed0346ec019']"
2178,2,2,1.0,1.0,1.0,1.0,1.0,"['260ef5de8a0864a04e5d455116cf426669d7c098', 'c4b920e2b700ac62f0e6e1d66b91b69f17bd49df']","['260ef5de8a0864a04e5d455116cf426669d7c098', 'c4b920e2b700ac62f0e6e1d66b91b69f17bd49df']"
2491,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['ee15da916635678b65963218fb3938336bc274de'],"['0e649447cdb93c354edf3f2446c1bc5c6ec84476', 'ee15da916635678b65963218fb3938336bc274de']"
2842,1,1,1.0,1.0,1.0,1.0,1.0,['a0a84222d71f6e16efb70805e9d355280e1aea8c'],['a0a84222d71f6e16efb70805e9d355280e1aea8c']
2899,1,1,1.0,1.0,1.0,1.0,1.0,['9a6d6288987a7e5691df034b9b081d533fe7cd71'],['9a6d6288987a7e5691df034b9b081d533fe7cd71']
2994,1,1,1.0,1.0,1.0,1.0,1.0,['08d5b279b1ea4718f78a80c0e28a79915a7f3b38'],['08d5b279b1ea4718f78a80c0e28a79915a7f3b38']
3236,1,0,0.0,0.0,0.0,0.0,0.0,[],['52eda2f957d90052ce7296c89e5028ac862e0815']
3237,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['09bf183cc4120577d57d18d7138757d4bc8ce0f9'],"['09bf183cc4120577d57d18d7138757d4bc8ce0f9', '0dfed8680b0da2128257e18f7e7555c93f569234', 'f3e646ddcfe53373ee01c609ef9c6a1886e34b05']"
