Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
21811,2,2,1.0,1.0,1.0,1.0,1.0,"['b6db7a0b39dba6f6d7a3eccf12ccf3e8039e5a20', 'ef8d4e726fbd3ff36f3896f243a8a3ae053d7ac1']","['b6db7a0b39dba6f6d7a3eccf12ccf3e8039e5a20', 'ef8d4e726fbd3ff36f3896f243a8a3ae053d7ac1']","{'b6db7a0b39dba6f6d7a3eccf12ccf3e8039e5a20': 0.95, 'ef8d4e726fbd3ff36f3896f243a8a3ae053d7ac1': 0.9}"
26354,4,2,1.0,0.5,0.6666666666666666,1.0,0.6366824387328317,"['015541f973c5cd9ac68ddd756a822ed8fc5ab58d', '973be6c50e5393eca52291cf02f5e5b1d8a306db']","['015541f973c5cd9ac68ddd756a822ed8fc5ab58d', '05e344bfc0a04d142aef19d805e39f3d052bee18', '8c6eb5db5b5ec116ddcc6e1d91a84fcc02d0c825', '973be6c50e5393eca52291cf02f5e5b1d8a306db']","{'973be6c50e5393eca52291cf02f5e5b1d8a306db': 0.95, '015541f973c5cd9ac68ddd756a822ed8fc5ab58d': 0.6}"
26369,1,1,1.0,1.0,1.0,1.0,1.0,['dbd695a7e73c44f0aad7b8af74cd7678c12c47df'],['dbd695a7e73c44f0aad7b8af74cd7678c12c47df'],{'dbd695a7e73c44f0aad7b8af74cd7678c12c47df': 0.95}
27401,1,1,1.0,1.0,1.0,1.0,1.0,['b69d2590b342ec092dd1bab9f6c1227c2411066f'],['b69d2590b342ec092dd1bab9f6c1227c2411066f'],{'b69d2590b342ec092dd1bab9f6c1227c2411066f': 1.0}
27470,1,1,1.0,1.0,1.0,1.0,1.0,['65184aee85aa5838a092581330f8239d148614b2'],['65184aee85aa5838a092581330f8239d148614b2'],{'65184aee85aa5838a092581330f8239d148614b2': 0.95}
27533,1,1,1.0,1.0,1.0,1.0,1.0,['faa4dab63e1f3cc43b75c4e4848795f753f95f08'],['faa4dab63e1f3cc43b75c4e4848795f753f95f08'],{'faa4dab63e1f3cc43b75c4e4848795f753f95f08': 1.0}
27558,3,2,0.5,0.3333333333333333,0.4,1.0,0.46927872602275644,"['0527dcb534e54abbff20648c5c16079651a38399', 'ee065c84a7ef27d29bd35ef69c4d50991fd7401f']","['0527dcb534e54abbff20648c5c16079651a38399', '6f89d39c5df4d3f45b31160bf591baaf70543184', 'c42675f260f68bda210b1b3e62ed893d74d7c461']","{'ee065c84a7ef27d29bd35ef69c4d50991fd7401f': 0.6, '0527dcb534e54abbff20648c5c16079651a38399': 0.95}"
27560,1,1,1.0,1.0,1.0,1.0,1.0,['1e19e28304faa9cbd0deabeca69be9a9c7f088cf'],['1e19e28304faa9cbd0deabeca69be9a9c7f088cf'],{'1e19e28304faa9cbd0deabeca69be9a9c7f088cf': 0.99}
27602,7,1,1.0,0.14285714285714285,0.25,1.0,0.27487633291429087,['6ac8279f49abd0591a0212ca90be99fef2671b84'],"['0ac9fb0fc1057fceb863c97997782193e2e5b76b', '1b2bbd13d91b114a137dca59bd87ca1e35a88abd', '1dc7443faf88a1aae97b8cab977c6ea6536dc10a', '4c68d21f417635ad5111c7266d4a18776929d969', '563a59bda7ac5d74333c03bb2c34a27231c3da49', '6ac8279f49abd0591a0212ca90be99fef2671b84', 'bf6e7489be497216d966910fc1350ab45b1b20b0']","{'6ac8279f49abd0591a0212ca90be99fef2671b84': 0.95, 'bf6e7489be497216d966910fc1350ab45b1b20b0': 0.3}"
27666,1,1,1.0,1.0,1.0,1.0,1.0,['715dc65edec7a609cca8f4ddbfe04693366f63a7'],['715dc65edec7a609cca8f4ddbfe04693366f63a7'],{'715dc65edec7a609cca8f4ddbfe04693366f63a7': 1.0}
27926,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['40f25db1133cfe105770a2a56e1ce3dd33f341e3'],"['40f25db1133cfe105770a2a56e1ce3dd33f341e3', '4907343baab8133ccdc7c8cfcefb865f34e06dc7']","{'40f25db1133cfe105770a2a56e1ce3dd33f341e3': 0.95, '9e98ada9ac6648bcbc7643555b28c760b3c1feca': 0.4}"
27944,1,0,0.0,0.0,0.0,0.0,0.0,[],['042ac5249b0a5dee2d621d168e8047a92b44690b'],{}
