issue_id,K,n_candidates,known_k_f1,abs_mm_f1,rel_f1,mrr,ndcg_at_k,p_at_k
10453,3,330,0.0,14.285714285714288,14.285714285714288,12.5,0.0,0.0
10838,4,339,25.0,33.33333333333333,33.33333333333333,100.0,39.038004999210166,25.0
10873,6,340,16.666666666666664,28.571428571428577,26.666666666666668,50.0,19.092086617893468,16.666666666666664
10977,1,344,0.0,50.0,50.0,33.33333333333333,0.0,0.0
11,1,41,100.0,100.0,100.0,100.0,100.0,100.0
11141,2,371,50.0,80.0,80.0,100.0,61.31471927654584,50.0
11601,1,389,0.0,66.66666666666666,66.66666666666666,50.0,0.0,0.0
11688,1,389,0.0,33.333333333333336,33.333333333333336,33.33333333333333,0.0,0.0
11693,1,389,0.0,66.66666666666666,66.66666666666666,50.0,0.0,0.0
11772,1,389,0.0,1.5037593984962407,0.78125,0.9615384615384616,0.0,0.0
11859,5,393,0.0,16.666666666666664,16.666666666666664,14.285714285714285,0.0,0.0
12036,1,402,0.0,0.0,0.53475935828877,0.2777777777777778,0.0,0.0
12089,1,407,0.0,12.5,11.76470588235294,7.6923076923076925,0.0,0.0
12745,3,450,0.0,15.384615384615383,15.384615384615383,11.11111111111111,0.0,0.0
12778,1,450,100.0,100.0,100.0,100.0,100.0,100.0
12787,4,452,0.0,2.5316455696202533,3.389830508474576,1.8518518518518516,0.0,0.0
12807,2,452,0.0,25.0,25.0,16.666666666666664,0.0,0.0
12939,1,454,100.0,100.0,100.0,100.0,100.0,100.0
12947,1,454,0.0,20.0,20.0,11.11111111111111,0.0,0.0
13220,3,467,33.33333333333333,50.0,50.0,100.0,46.92787260227564,33.33333333333333
13238,1,469,100.0,66.66666666666666,66.66666666666666,100.0,100.0,100.0
13300,7,471,0.0,9.523809523809522,8.695652173913043,3.7037037037037033,0.0,0.0
13484,2,485,0.0,14.285714285714285,14.285714285714285,9.090909090909092,0.0,0.0
13710,1,513,0.0,33.333333333333336,33.333333333333336,20.0,0.0,0.0
13760,1,509,0.0,33.333333333333336,33.333333333333336,50.0,0.0,0.0
13839,3,522,0.0,1.1299435028248588,1.6666666666666667,0.6802721088435374,0.0,0.0
13956,1,547,0.0,12.5,11.76470588235294,10.0,0.0,0.0
13976,1,552,100.0,66.66666666666666,66.66666666666666,100.0,100.0,100.0
13998,3,552,33.33333333333333,22.22222222222222,22.22222222222222,33.33333333333333,23.46393630113782,33.33333333333333
14026,5,552,20.000000000000004,28.571428571428577,28.571428571428577,50.0,21.398626473452754,20.0
14037,1,552,0.0,50.0,50.0,33.33333333333333,0.0,0.0
14117,1,552,100.0,100.0,100.0,100.0,100.0,100.0
14304,1,555,0.0,0.0,0.6024096385542168,0.31545741324921134,0.0,0.0
14396,6,557,16.666666666666664,25.0,25.0,50.0,19.092086617893468,16.666666666666664
14875,7,559,28.57142857142857,33.33333333333333,33.33333333333333,100.0,38.121301394452075,28.57142857142857
15025,4,571,100.0,100.0,100.0,100.0,100.0,100.0
15152,4,577,25.0,40.0,40.0,100.0,39.038004999210166,25.0
15375,2,580,50.0,66.66666666666666,66.66666666666666,100.0,61.31471927654584,50.0
15535,2,585,50.0,40.0,40.0,50.0,38.68528072345416,50.0
15555,2,593,0.0,1.886792452830189,1.1799410029498525,0.5681818181818182,0.0,0.0
15569,1,596,0.0,4.255319148936169,3.7037037037037033,2.380952380952381,0.0,0.0
15652,1,597,100.0,100.0,100.0,100.0,100.0,100.0
15670,1,601,0.0,2.898550724637681,3.278688524590164,1.7543859649122806,0.0,0.0
15703,7,607,0.0,9.090909090909092,8.333333333333332,6.666666666666667,0.0,0.0
15716,5,607,0.0,16.666666666666664,18.18181818181818,6.25,0.0,0.0
15916,7,606,14.285714285714285,21.05263157894737,21.05263157894737,33.33333333333333,13.743816645714544,14.285714285714285
16068,1,627,0.0,1.6260162601626018,1.3157894736842104,0.9090909090909091,0.0,0.0
16349,4,617,0.0,2.72108843537415,2.5,1.5625,0.0,0.0
16642,5,611,20.000000000000004,33.333333333333336,33.333333333333336,100.0,33.91602052736161,20.0
16833,1,601,100.0,40.0,40.0,100.0,100.0,100.0
17056,4,574,75.0,88.8888888888889,88.8888888888889,100.0,75.369761125927,75.0
17058,6,573,0.0,13.333333333333334,12.5,12.5,0.0,0.0
17104,3,573,33.33333333333333,28.571428571428577,28.571428571428577,100.0,46.92787260227564,33.33333333333333
17299,1,547,0.0,4.545454545454545,3.125,2.4390243902439024,0.0,0.0
17338,2,546,50.0,50.0,50.0,100.0,61.31471927654584,50.0
17352,2,546,100.0,100.0,100.0,100.0,100.0,100.0
17669,1,535,0.0,28.57142857142857,28.57142857142857,16.666666666666664,0.0,0.0
17787,1,521,100.0,100.0,100.0,100.0,100.0,100.0
18372,1,487,100.0,100.0,100.0,100.0,100.0,100.0
18400,2,473,0.0,2.857142857142857,2.857142857142857,2.083333333333333,0.0,0.0
18414,4,473,0.0,19.047619047619047,16.666666666666664,12.5,0.0,0.0
18725,1,441,100.0,100.0,100.0,100.0,100.0,100.0
18843,2,431,0.0,5.88235294117647,4.081632653061225,3.8461538461538463,0.0,0.0
19595,1,352,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
20411,3,172,0.0,5.405405405405405,6.06060606060606,3.4482758620689653,0.0,0.0
20731,3,80,66.66666666666666,80.0,80.0,100.0,76.53606369886216,66.66666666666666
20963,2,47,50.0,66.66666666666666,66.66666666666666,100.0,61.31471927654584,50.0
3542,1,48,0.0,0.0,0.0,2.083333333333333,0.0,0.0
3595,2,49,0.0,23.52941176470588,14.285714285714288,7.6923076923076925,0.0,0.0
6603,3,122,33.33333333333333,40.0,40.0,50.0,29.608191096586523,33.33333333333333
723,1,27,100.0,100.0,100.0,100.0,100.0,100.0
7293,2,142,0.0,3.125,4.166666666666667,1.8867924528301887,0.0,0.0
8283,1,170,100.0,100.0,100.0,100.0,100.0,100.0
8866,1,217,100.0,100.0,100.0,100.0,100.0,100.0
9175,3,237,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,23.46393630113782,33.33333333333333
9229,1,238,0.0,0.0,0.0,1.0752688172043012,0.0,0.0
9604,1,262,0.0,66.66666666666666,66.66666666666666,50.0,0.0,0.0
9847,2,288,0.0,6.349206349206349,5.882352941176471,2.941176470588235,0.0,0.0
