Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
75,1,1,1.0,1.0,1.0,1.0,1.0,['3c5c691e4dbb7b4337588b2b2369d8d127f555a0'],['3c5c691e4dbb7b4337588b2b2369d8d127f555a0'],"{'defe6675bf3ea4c6b6cbc8a090f389773630c2b2': 0.45, '3c5c691e4dbb7b4337588b2b2369d8d127f555a0': 0.96}"
889,7,1,1.0,0.14285714285714285,0.25,1.0,0.27487633291429087,['25a9f15f7b9098b75c2ef6fa77e6b3459bf1e592'],"['153f4d2fbe8093461bca8eb68989d041b1f4e08c', '25a9f15f7b9098b75c2ef6fa77e6b3459bf1e592', '5287bea1cd90eaa218251c4dddcaacb2a672a812', '58847570655cdfe9fade6a4d1fa48612bcf3df26', '5eb10ef08b86dfa1310c5de6d3142f22841c882c', '7dbd92ba1875775564c69c83e3f38687872d8132', 'f6a0c11c9438577bf726a5e32b2c73bda28ab244']",{'25a9f15f7b9098b75c2ef6fa77e6b3459bf1e592': 0.99}
1254,1,1,1.0,1.0,1.0,1.0,1.0,['c8464ca9188649eb3bf0db112544eef3b04e7f8a'],['c8464ca9188649eb3bf0db112544eef3b04e7f8a'],{'c8464ca9188649eb3bf0db112544eef3b04e7f8a': 1.0}
1260,1,0,0.0,0.0,0.0,0.0,0.0,[],['b7eb841ae8c71a7b46a14b8ca231e88613d9b202'],{}
1681,1,0,0.0,0.0,0.0,0.0,0.0,[],['e85e9771196aa04234f5dac9692b0f5f8047556a'],{}
2489,1,0,0.0,0.0,0.0,0.0,0.0,[],['5733ac0d2a55e2324a43054b6f378c929f39e259'],{}
2558,1,1,1.0,1.0,1.0,1.0,1.0,['612a6d2cb8dd8db446ddc8f7e8421df7ecb6ed23'],['612a6d2cb8dd8db446ddc8f7e8421df7ecb6ed23'],{'612a6d2cb8dd8db446ddc8f7e8421df7ecb6ed23': 1.0}
2864,1,1,1.0,1.0,1.0,1.0,1.0,['322fb6a14e2f8a7ca7928a26474407f02bac5f9c'],['322fb6a14e2f8a7ca7928a26474407f02bac5f9c'],"{'322fb6a14e2f8a7ca7928a26474407f02bac5f9c': 0.99, '44bf0e18de8a8aea09ab2072ee21e905a898ee8a': 0.2}"
3353,2,0,0.0,0.0,0.0,0.0,0.0,[],"['50b256fff2dcf8915e76ce72ff1b3b368b125bb9', 'b04d633ba239f4075ed5626c8a211375c0e9e9cc']",{}
3514,1,0,0.0,0.0,0.0,0.0,0.0,[],['097ca8d34e33f1ae48b38a06191eabd93a81f78e'],{}
3555,4,0,0.0,0.0,0.0,0.0,0.0,[],"['4722609e8c86b57ec3aa8cdeb7b15db41da94324', '524f893933dce1d5f495791b73067e2c42b1d983', '79ab5f1de4203eedf15d8db3093a56004ed914af', 'd11b0d396988e0d74700e02670b05c6e69c1abc2']",{}
3570,3,2,0.5,0.3333333333333333,0.4,1.0,0.46927872602275644,"['696b32100745a45058af34dfe17d731be2c791c5', 'b29ba342eefd7ac83d4ab50e28a3b2935e81f937']","['2edb9be5f5a8abebfa22e29cc5d92202b0756cdd', '696b32100745a45058af34dfe17d731be2c791c5', '8cac5ccb5a171f7f1ea7749f1387c49628691ec6']","{'696b32100745a45058af34dfe17d731be2c791c5': 1.0, 'b29ba342eefd7ac83d4ab50e28a3b2935e81f937': 0.6, '8cac5ccb5a171f7f1ea7749f1387c49628691ec6': 0.3}"
3625,1,0,0.0,0.0,0.0,0.0,0.0,[],['2976f387a69c8cfcc139756184700258cc9f6df0'],{}
3678,1,0,0.0,0.0,0.0,0.0,0.0,[],['affc976120356c93a44f98f612184c06e8ddf09f'],{}
3682,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['36dfa3fc9921994205c4279d2db3dd5137024c37', '95638e7225b170a1bb9cf34a471f0c94453fd097']",['95638e7225b170a1bb9cf34a471f0c94453fd097'],"{'95638e7225b170a1bb9cf34a471f0c94453fd097': 0.97, '36dfa3fc9921994205c4279d2db3dd5137024c37': 0.65, '7ca8b9aaf7738b779b436fba31e11297cb8f6d4a': 0.45, '7fca1736a51496391b9beb18ba7416b54116eb02': 0.15}"
3875,3,0,0.0,0.0,0.0,0.0,0.0,[],"['407ecb69dcc22c8e23d39270fdc67437001e8ae5', '58228a4c21d9c13a380067bb5ca2937b7afeefd7', 'b3913d53404a1658298dbef02e5730e9992248d4']",{}
4147,1,1,1.0,1.0,1.0,1.0,1.0,['0b8d6a5e94a984e338f51ca43e38343faab7d9db'],['0b8d6a5e94a984e338f51ca43e38343faab7d9db'],"{'0b8d6a5e94a984e338f51ca43e38343faab7d9db': 0.96, '301c85fb12f45c1b3c1c3b2092c8c6a2656ffdef': 0.35}"
4160,1,2,0.0,0.0,0.0,0.0,0.0,"['0e314c8bacaf921fb7615f38abe219014af8af46', '89599c54d6f22806506d96f8a167b274314e5395']",['9c7e29522c78913e7ff6255e557c32c1a58d3f69'],"{'0e314c8bacaf921fb7615f38abe219014af8af46': 0.95, '89599c54d6f22806506d96f8a167b274314e5395': 0.9, '56f9ab7da4338e8a50215a5f12844f20d2ca6d3d': 0.2}"
4340,1,1,1.0,1.0,1.0,1.0,1.0,['2c7e5b358b940f2629d79aec89be8f0b200ce93c'],['2c7e5b358b940f2629d79aec89be8f0b200ce93c'],{'2c7e5b358b940f2629d79aec89be8f0b200ce93c': 0.96}
4585,4,3,1.0,0.75,0.8571428571428571,1.0,0.8318724637288826,"['29beb19b17894e3e1279fe5c062cbf5befedde1a', 'a63a36e5e3abf02cf5cbfb0afc2fbaab99375a42', 'a731a8bdb5e3343a8576dc6e20fdeef19ef517d5']","['29beb19b17894e3e1279fe5c062cbf5befedde1a', 'a63a36e5e3abf02cf5cbfb0afc2fbaab99375a42', 'a731a8bdb5e3343a8576dc6e20fdeef19ef517d5', 'bba0eca40e5abbffc033bc916e9c2994811f256d']","{'29beb19b17894e3e1279fe5c062cbf5befedde1a': 0.95, 'a63a36e5e3abf02cf5cbfb0afc2fbaab99375a42': 0.9, 'a731a8bdb5e3343a8576dc6e20fdeef19ef517d5': 0.9, '6eb21ee8e61d4da51145154108bbd52efebb190c': 0.4}"
4830,2,2,1.0,1.0,1.0,1.0,1.0,"['4e7c705c8d931f9b4c42437d1bb4a93cde711dff', '8d9a74b0bf4307506660d8cd387974f1c255fe82']","['4e7c705c8d931f9b4c42437d1bb4a93cde711dff', '8d9a74b0bf4307506660d8cd387974f1c255fe82']","{'4e7c705c8d931f9b4c42437d1bb4a93cde711dff': 1.0, '8d9a74b0bf4307506660d8cd387974f1c255fe82': 0.7}"
4892,1,0,0.0,0.0,0.0,0.0,0.0,[],['41a3886721ce618067f7b67e8ec3f6f75f987d6d'],{}
4982,1,3,0.3333333333333333,1.0,0.5,1.0,1.0,"['606a75cb627b7aaebb8b1499620c14059ca26c74', 'a3c616bc005fb07173ac51ef63f72c4221c40c93', 'e7b258323a7b2270d014b7ec9b0b2da759c72d87']",['e7b258323a7b2270d014b7ec9b0b2da759c72d87'],"{'e7b258323a7b2270d014b7ec9b0b2da759c72d87': 0.9, 'a3c616bc005fb07173ac51ef63f72c4221c40c93': 0.6, '606a75cb627b7aaebb8b1499620c14059ca26c74': 0.5}"
4984,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['606a75cb627b7aaebb8b1499620c14059ca26c74', 'e7b258323a7b2270d014b7ec9b0b2da759c72d87']","['38bf364b69212125d980e07f5027e41f9ead10a3', '606a75cb627b7aaebb8b1499620c14059ca26c74']","{'606a75cb627b7aaebb8b1499620c14059ca26c74': 0.96, '83a2e7cd9d034e41e18a156a5449a9f16eb6c3b3': 0.3, 'e7b258323a7b2270d014b7ec9b0b2da759c72d87': 0.65}"
4992,3,0,0.0,0.0,0.0,0.0,0.0,[],"['2d9c3f593563c2aeb89a27c0eeb71296324e4093', '8af951f7ebde761c0fad32f52c95c1c6f8331553', 'd48de32b6d92a68af6a7a3d9cde27539e26e08cb']",{}
5170,1,0,0.0,0.0,0.0,0.0,0.0,[],['36b1828fcbdac08914b422e248a131943c7207bf'],{}
5237,1,1,1.0,1.0,1.0,1.0,1.0,['33216a092cb3b63eb880c3e51c9eb1458ff3f03f'],['33216a092cb3b63eb880c3e51c9eb1458ff3f03f'],{'33216a092cb3b63eb880c3e51c9eb1458ff3f03f': 1.0}
5446,1,0,0.0,0.0,0.0,0.0,0.0,[],['f97d89f5138db7a7f52d35805d6ece90691d8082'],{}
5468,1,0,0.0,0.0,0.0,0.0,0.0,[],['b9dc3db1c9a3159048501a5434a0343f3ffb5eb3'],{}
5477,1,1,1.0,1.0,1.0,1.0,1.0,['9e291af4da1d5d357e5ab67cbca70e6c397cb932'],['9e291af4da1d5d357e5ab67cbca70e6c397cb932'],{'9e291af4da1d5d357e5ab67cbca70e6c397cb932': 0.95}
5479,1,0,0.0,0.0,0.0,0.0,0.0,[],['a04de2ac462c9caf980ad0d74857f7555bb3d17f'],{}
5563,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['15779f70faf2c1d7a6c6a47dc0bfecaeccd74186', 'd47c73941278a35952c44839eab8d39644c87122']",['15779f70faf2c1d7a6c6a47dc0bfecaeccd74186'],"{'15779f70faf2c1d7a6c6a47dc0bfecaeccd74186': 0.95, 'd47c73941278a35952c44839eab8d39644c87122': 0.6, '4bc04a69e687a0c2eff83a1a1f49fbed73192eff': 0.2}"
