Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
24163,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['369032b63c4782bedf28cc5e5cd59348e392a4d3', 'fa1520b3ad995688cf89b1086b440e7dcffcf523']","['369032b63c4782bedf28cc5e5cd59348e392a4d3', '57ee1c5c4450f6ba2526e57593ac426e2e33bc6d']"
24789,1,0,0.0,0.0,0.0,0.0,0.0,[],['4ba4755fdc3fc9d14ef8c2db986b18c7ff9e8cbb']
25252,1,1,1.0,1.0,1.0,1.0,1.0,['0850a6c9523a2bf1de30434e3d47e355ae999fc9'],['0850a6c9523a2bf1de30434e3d47e355ae999fc9']
25746,1,1,1.0,1.0,1.0,1.0,1.0,['1371e5de6ba173e120b588055fc0102110ac08ed'],['1371e5de6ba173e120b588055fc0102110ac08ed']
26234,5,5,0.8,0.8,0.8000000000000002,1.0,0.8687949224876582,"['7d0f1bb0ff50c83ac55ad8e829b200792be50945', '86fd3dcf6381fe006403d29d8253e5036350a8b3', 'c94842de7bfdf82a54b32a74c82e1c25b020218e', 'ec11fea8c62820b94e42f84a1fc926eda3e26a99', 'fd6566cc262392c9fb4bbfb9127e59ce28f6aee3']","['2f0e9b5a69ca33df80b39db9860c4e48d66259a9', '7d0f1bb0ff50c83ac55ad8e829b200792be50945', 'c94842de7bfdf82a54b32a74c82e1c25b020218e', 'ec11fea8c62820b94e42f84a1fc926eda3e26a99', 'fd6566cc262392c9fb4bbfb9127e59ce28f6aee3']"
26445,7,0,0.0,0.0,0.0,0.0,0.0,[],"['0df027f27d62f31dde7570419a3bf423bf32c3d6', '1af0a0dd4658c8b1e7048b020b3f9c6d238202d8', '28b7d7032322472474ed13ff60d824da460c8782', '3a601e3014e7b913dc208d88b4896a36b3389003', '6037f097332a903d2c35b3692a8e97bbf5b7c81a', '7d1df197edb45cef2ffccde0c8dbb5d995d01567', 'f60e2899dbe4dfb41c3613092dad0350561def17']"
26979,1,1,1.0,1.0,1.0,1.0,1.0,['26b24a2b2d73cdb604718c5bf93334a47a2cfa2e'],['26b24a2b2d73cdb604718c5bf93334a47a2cfa2e']
27283,2,0,0.0,0.0,0.0,0.0,0.0,[],"['465f248d3f3693126263c862ffa2cf9b46c5adb9', 'bb85d5e8948954ed343a82807afa8ba5f5e379dc']"
27298,4,4,1.0,1.0,1.0,1.0,1.0,"['1b7df63c8de85fbf18770c10e7229550b3925a84', '2eed8255a8627f27cd1a7dc589899b70165d152a', 'd492296d8d6d4fe7c9c127f86ede56d309b0ef85', 'fc2b1da690cb6931d566957cfed6e48a50c10317']","['1b7df63c8de85fbf18770c10e7229550b3925a84', '2eed8255a8627f27cd1a7dc589899b70165d152a', 'd492296d8d6d4fe7c9c127f86ede56d309b0ef85', 'fc2b1da690cb6931d566957cfed6e48a50c10317']"
27622,6,0,0.0,0.0,0.0,0.0,0.0,[],"['201cf508cb438490171d4cfb7a8e5b19b8cffaaf', '5b28d6de69be8b391e74d9659bbb1df44e7fbdc4', '605e05d00adb9ffa483113be7a084e3864c6cefe', '680cf56d864b0ecbe3e13bd46113d359843785bb', '76eb95428619f31bcd9a47250d67c5cd36c2ad41', 'f4ff414a0aec61ec8d1048076653760c31f64768']"
27643,1,1,0.0,0.0,0.0,0.0,0.0,['b2348efc2454fc2c305c397f2540745c283a72da'],['30383c06e547c7030551bb8922ae482f93dc9d86']
