Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
11443,1,1,1.0,1.0,1.0,1.0,1.0,['656c18ea40f8848ea72f19a8a611ecf846e2f294'],['656c18ea40f8848ea72f19a8a611ecf846e2f294']
13471,1,1,1.0,1.0,1.0,1.0,1.0,['8bfd53c4fec3ad778ac071074c3235433c3b502a'],['8bfd53c4fec3ad778ac071074c3235433c3b502a']
13721,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['ccb83f3a84b66ccd220e51e5d4561911f4836ef3'],"['1e4f2e910f738766e9cdadbb8a6ff02e8b080d8c', '7c5d28bfaf57085dde787ec1f3cecc80780744af', 'ccb83f3a84b66ccd220e51e5d4561911f4836ef3']"
14015,2,3,0.3333333333333333,0.5,0.4,0.3333333333333333,0.0,"['463be915df8741abf1981a3cabdbc78216a9cb08', '52df83ba3c34f9795e4b5003613e8eef563cd60b', 'd2b21a07fb1226e8994b152f6531eff3ab1fa787']","['463be915df8741abf1981a3cabdbc78216a9cb08', 'cbf497114f577eaf10293ccee26abbc32d732134']"
14363,1,1,1.0,1.0,1.0,1.0,1.0,['d1cd58ce4173476fe15072213000bd0a4e258534'],['d1cd58ce4173476fe15072213000bd0a4e258534']
15126,6,2,1.0,0.3333333333333333,0.5,1.0,0.4935232796777481,"['68cbdddb0d5715b962bfaef36b615731d3ec003d', 'd01b3d980e1a2061139e8d79c3b389eab77c2e61']","['2f3f9e5aaea70b4e9959f47bbbaee1da8789e664', '68cbdddb0d5715b962bfaef36b615731d3ec003d', '75bbbb37ea2733310663091d9a3732a4de80fed9', 'd01b3d980e1a2061139e8d79c3b389eab77c2e61', 'd28c9d82afcd17f90032bc0c04f6d32d24409f8b', 'dcb20690ecbace97bf05743e7dd3909caca1a3ab']"
15323,1,1,1.0,1.0,1.0,1.0,1.0,['b41d6071d6f320c1b2dee793af7372c5604f2594'],['b41d6071d6f320c1b2dee793af7372c5604f2594']
15342,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['ab838969f5843ddd809633113b8c5d0ff5c19cb3'],"['0f7e25cfa3dd6769b119e4caf0c1ba9cb33b03c3', 'ab838969f5843ddd809633113b8c5d0ff5c19cb3']"
15422,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['3664121d55884ca39b44a2ae1135c7250e6e133d'],"['3664121d55884ca39b44a2ae1135c7250e6e133d', '5b11754de685aebb83ef1491a3208dc3d0004db7', 'cbcd17229ca03fa699703d8c3ae87af751190876']"
15552,4,2,1.0,0.5,0.6666666666666666,1.0,0.6366824387328317,"['3ca3be2f9c65cc3c4ecfe735a868f3f283fd995f', '7de97f0f44af4c9d9d1c7b836c70aecfd19b4082']","['3ca3be2f9c65cc3c4ecfe735a868f3f283fd995f', '6501f218e2c3f7c97316794b2137e7b3672b77a9', '7de97f0f44af4c9d9d1c7b836c70aecfd19b4082', 'fdf6b5b5a53e1e809f0debd404806ca16e14e712']"
15605,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['9b38077a39a4265f73d9dda1682a65c651412a7d'],"['151c632c453e832e2679c3e634fa0c0ad7e71137', '9b38077a39a4265f73d9dda1682a65c651412a7d']"
15620,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['49491fa0dce4ba83673f13c362cfd28c101758bf'],"['231629a6ea00f12e00ec716c44f092df29dbfcec', '49491fa0dce4ba83673f13c362cfd28c101758bf', 'af232c6070b70ce936cee1e88afc86bdacc522d7', 'e1fc96def1b400a738e036b1415a6c0deff8e345']"
