Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
521,1,0,0.0,0.0,0.0,0.0,0.0,[],['c807261a4a75'],{}
1935,1,0,0.0,0.0,0.0,0.0,0.0,[],['24cdb0deffe3'],{}
4156,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['2b6812cbdb5b', 'dd7367428275']","['beb97e61936d', 'dd7367428275']","{'2b6812cbdb5b': 0.9, 'dd7367428275': 0.6, 'beb97e61936d': 0.4, '8490c5607853': 0.2}"
5650,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['fa3902989b4d'],"['93cd6ec71c95', 'fa3902989b4d']",{'fa3902989b4d': 0.9}
7853,1,1,1.0,1.0,1.0,1.0,1.0,['ef22dce4e1d0'],['ef22dce4e1d0'],"{'ef22dce4e1d0': 0.9, '9232e59247d6': 0.35, 'd52ad2f3eaee': 0.15, '5f461cbe4a9c': 0.1}"
8270,1,0,0.0,0.0,0.0,0.0,0.0,[],['2f68b0916719'],{}
9210,1,1,1.0,1.0,1.0,1.0,1.0,['a4c0487cf650'],['a4c0487cf650'],{'a4c0487cf650': 0.95}
9229,1,0,0.0,0.0,0.0,0.0,0.0,[],['f6369f56548a'],{}
9853,1,0,0.0,0.0,0.0,0.0,0.0,[],['60874b02ef07'],{}
10230,3,0,0.0,0.0,0.0,0.0,0.0,[],"['0a0ba3861895', 'a24107b09d81', 'aff3eb0966d5']",{}
11238,2,0,0.0,0.0,0.0,0.0,0.0,[],"['96a16dd48d06', 'e2bf746c0bfd']",{}
11705,1,0,0.0,0.0,0.0,0.0,0.0,[],['99f3b5af3273'],{}
11710,1,0,0.0,0.0,0.0,0.0,0.0,[],['9525d54d274d'],{}
11747,3,0,0.0,0.0,0.0,0.0,0.0,[],"['583c5568c5ae', '7fdec7a9597b', 'f2787856e5cf']",{}
11859,5,0,0.0,0.0,0.0,0.0,0.0,[],"['3de8e089676e', '83082be3cbea', '89e7320dd3af', 'cba1240ae4c1', 'da00e6f6fefc']",{}
12314,3,0,0.0,0.0,0.0,0.0,0.0,[],"['2b134fa89801', '419cf586d8bf', '5f365434dcc9']",{}
12854,1,1,1.0,1.0,1.0,1.0,1.0,['35a00eb4bfc6'],['35a00eb4bfc6'],"{'35a00eb4bfc6': 0.95, '89e7320dd3af': 0.45, 'eb88096d72e9': 0.35, '87dfedad0feb': 0.35, 'e2bf746c0bfd': 0.2}"
12944,1,3,0.3333333333333333,1.0,0.5,0.5,0.0,"['5ff8ff357bcc', '6a5ef9ebc798', 'eba8e2397282']",['5ff8ff357bcc'],"{'6a5ef9ebc798': 0.9, '26af17f3b3bb': 0.3, 'eba8e2397282': 0.6, '5ff8ff357bcc': 0.7}"
12947,1,0,0.0,0.0,0.0,0.0,0.0,[],['ea17a5a336eb'],{}
13003,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['35a00eb4bfc6', 'eba8e2397282']",['eba8e2397282'],"{'cba1240ae4c1': 0.3, '35a00eb4bfc6': 0.6, '8037c8254109': 0.2, 'f2f6a8049cf0': 0.1, 'eba8e2397282': 0.95}"
13078,6,1,1.0,0.16666666666666666,0.2857142857142857,1.0,0.30260241349881345,['815982661820'],"['3366f99c4938', '442102829e6c', '55e2e9bf123c', '6726d391fe46', '75d023f3f594', '815982661820']",{'815982661820': 0.95}
13138,5,0,0.0,0.0,0.0,0.0,0.0,[],"['57d2016974f1', '6601099c2f18', '9a937ca88c24', 'd3982dd3ab48', 'fff5329ab1c8']",{}
13504,1,0,0.0,0.0,0.0,0.0,0.0,[],['ecb2a4e1a1fa'],{}
13521,2,0,0.0,0.0,0.0,0.0,0.0,[],"['152237eefc3f', '3a6f5c444289']",{}
13616,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['89d0c51b879c'],"['1efce104e781', '89d0c51b879c', 'b48941c0d5ca', 'b6242f577a42']",{'89d0c51b879c': 1.0}
14181,1,1,1.0,1.0,1.0,1.0,1.0,['4e74c9930797'],['4e74c9930797'],{'4e74c9930797': 0.95}
14216,1,0,0.0,0.0,0.0,0.0,0.0,[],['4abfaf9bc389'],{}
14241,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['a5ac25fc0563'],"['a5ac25fc0563', 'b2344a02572e']",{'a5ac25fc0563': 0.95}
14786,3,2,1.0,0.6666666666666666,0.8,1.0,0.7653606369886217,"['14fb8a2ec8db', 'c41b4b933f56']","['14fb8a2ec8db', '3996e2737fb9', 'c41b4b933f56']","{'14fb8a2ec8db': 0.95, 'c41b4b933f56': 0.6, 'ce8e6a0ee6ff': 0.3}"
15029,7,0,0.0,0.0,0.0,0.0,0.0,[],"['3c851da55aac', '57a6b9f2cf56', '8ca7cfd132aa', '9234ae31b0a2', 'd72e71ef8ca8', 'dc625a5a1041', 'f9d0fbb7b32f']",{}
15062,1,1,1.0,1.0,1.0,1.0,1.0,['6e399cf8aa8e'],['6e399cf8aa8e'],"{'6e399cf8aa8e': 0.96, 'c31f422d03d8': 0.28}"
15078,5,0,0.0,0.0,0.0,0.0,0.0,[],"['084c87e116db', '1edb30f3178b', '464634ebe057', 'bc006feb2b80', 'bc7966c9dc1f']",{}
15214,2,2,1.0,1.0,1.0,1.0,1.0,"['38bb21e7f775', '853fdf9caac6']","['38bb21e7f775', '853fdf9caac6']","{'853fdf9caac6': 0.99, '38bb21e7f775': 0.6}"
15239,3,0,0.0,0.0,0.0,0.0,0.0,[],"['3ee8e3bb6220', 'a744749421e5', 'a8976247784a']",{}
15341,4,0,0.0,0.0,0.0,0.0,0.0,[],"['10a8072bbf50', '7a8c69ef89e7', 'c6ad3ad8d223', 'e2f4e811dc93']",{}
15367,3,1,1.0,0.3333333333333333,0.5,1.0,0.46927872602275644,['f13e6ee2b13c'],"['11cbc69f0a30', '37bf8dea28ad', 'f13e6ee2b13c']","{'f13e6ee2b13c': 0.99, '5e327d32647a': 0.45}"
15569,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['66ed2fba557d', 'd4460fbe737d']",['d4460fbe737d'],"{'66ed2fba557d': 0.6, 'd4460fbe737d': 0.95}"
15652,1,1,1.0,1.0,1.0,1.0,1.0,['0fe60a51ef33'],['0fe60a51ef33'],"{'0fe60a51ef33': 0.95, '5f24dcbc9f9c': 0.2}"
15659,1,0,0.0,0.0,0.0,0.0,0.0,[],['192b90ca9c41'],{}
15703,7,1,1.0,0.14285714285714285,0.25,1.0,0.27487633291429087,['ca7d5b5f4949'],"['1f8353b805b7', '433253fb222e', '43fdc2100edb', '684e724781d9', '81abb699c2f5', 'ac8205d8aff5', 'ca7d5b5f4949']",{'ca7d5b5f4949': 0.9}
16068,1,0,0.0,0.0,0.0,0.0,0.0,[],['2ea144a7bc40'],{}
16231,1,1,1.0,1.0,1.0,1.0,1.0,['63a42e258e3f'],['63a42e258e3f'],{'63a42e258e3f': 1.0}
16240,1,0,0.0,0.0,0.0,0.0,0.0,[],['c69f529168ba'],{}
16358,1,0,0.0,0.0,0.0,0.0,0.0,[],['43f560b0cb07'],{}
16424,1,0,0.0,0.0,0.0,0.0,0.0,[],['dea15508267f'],{}
16511,1,1,1.0,1.0,1.0,1.0,1.0,['d7a1e2c5228e'],['d7a1e2c5228e'],{'d7a1e2c5228e': 0.96}
16833,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['aea907732887', 'b81ef24e3b4c']",['b81ef24e3b4c'],"{'aea907732887': 0.6, 'b81ef24e3b4c': 0.95}"
16850,1,1,0.0,0.0,0.0,0.0,0.0,['b81ef24e3b4c'],['0cb324b0a0f6'],"{'b81ef24e3b4c': 0.96, '039791e8296f': 0.35, '0aee20b33ec4': 0.1}"
16996,2,0,0.0,0.0,0.0,0.0,0.0,[],"['4cfde1c32bf0', 'ee4f865742d1']",{}
17061,1,1,1.0,1.0,1.0,1.0,1.0,['366691f043b3'],['366691f043b3'],{'366691f043b3': 0.95}
17085,1,1,1.0,1.0,1.0,1.0,1.0,['772bfd4acdb3'],['772bfd4acdb3'],{'772bfd4acdb3': 1.0}
17117,6,0,0.0,0.0,0.0,0.0,0.0,[],"['0624c9c76293', '1d1a132d1a3d', '1d704e2beb76', '5dea5d29cd22', '79c3bcee9f83', '871d73cf1afc']",{}
17292,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0a8bbb20a0a8', '466db8f98a28', '8ba736b17deb', '91f4d7aa7843']",{}
17560,1,1,1.0,1.0,1.0,1.0,1.0,['10db1806fd2f'],['10db1806fd2f'],{'10db1806fd2f': 0.95}
