Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
521,1,1,1.0,1.0,1.0,1.0,1.0,['c807261a4a75'],['c807261a4a75']
1935,1,0,0.0,0.0,0.0,0.0,0.0,[],['24cdb0deffe3']
4156,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['2b6812cbdb5b', 'dd7367428275']","['beb97e61936d', 'dd7367428275']"
5650,2,0,0.0,0.0,0.0,0.0,0.0,[],"['93cd6ec71c95', 'fa3902989b4d']"
7853,1,1,1.0,1.0,1.0,1.0,1.0,['ef22dce4e1d0'],['ef22dce4e1d0']
8270,1,1,0.0,0.0,0.0,0.0,0.0,['879d2b9bff41'],['2f68b0916719']
9210,1,1,1.0,1.0,1.0,1.0,1.0,['a4c0487cf650'],['a4c0487cf650']
9229,1,1,1.0,1.0,1.0,1.0,1.0,['f6369f56548a'],['f6369f56548a']
9853,1,1,1.0,1.0,1.0,1.0,1.0,['60874b02ef07'],['60874b02ef07']
10230,3,0,0.0,0.0,0.0,0.0,0.0,[],"['0a0ba3861895', 'a24107b09d81', 'aff3eb0966d5']"
11238,2,2,0.0,0.0,0.0,0.0,0.0,"['35a00eb4bfc6', 'ea17a5a336eb']","['96a16dd48d06', 'e2bf746c0bfd']"
11705,1,1,1.0,1.0,1.0,1.0,1.0,['99f3b5af3273'],['99f3b5af3273']
11710,1,1,0.0,0.0,0.0,0.0,0.0,['99f3b5af3273'],['9525d54d274d']
11747,3,3,1.0,1.0,1.0,1.0,1.0,"['583c5568c5ae', '7fdec7a9597b', 'f2787856e5cf']","['583c5568c5ae', '7fdec7a9597b', 'f2787856e5cf']"
11859,5,0,0.0,0.0,0.0,0.0,0.0,[],"['3de8e089676e', '83082be3cbea', '89e7320dd3af', 'cba1240ae4c1', 'da00e6f6fefc']"
12314,3,0,0.0,0.0,0.0,0.0,0.0,[],"['2b134fa89801', '419cf586d8bf', '5f365434dcc9']"
12854,1,1,1.0,1.0,1.0,1.0,1.0,['35a00eb4bfc6'],['35a00eb4bfc6']
12944,1,1,0.0,0.0,0.0,0.0,0.0,['6a5ef9ebc798'],['5ff8ff357bcc']
12947,1,1,1.0,1.0,1.0,1.0,1.0,['ea17a5a336eb'],['ea17a5a336eb']
13003,1,1,1.0,1.0,1.0,1.0,1.0,['eba8e2397282'],['eba8e2397282']
13078,6,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.13032376591037062,"['0891e5e07567', '13213b133fe0', '815982661820', '8b614f1c8deb', 'a2da541bf6fa', 'eba8e2397282']","['3366f99c4938', '442102829e6c', '55e2e9bf123c', '6726d391fe46', '75d023f3f594', '815982661820']"
13138,5,5,0.0,0.0,0.0,0.0,0.0,"['4b09f5ca16a1', '9232e59247d6', 'a5d3d7fd6588', 'c280e0c4c2fb', 'eee46e4d7cf6']","['57d2016974f1', '6601099c2f18', '9a937ca88c24', 'd3982dd3ab48', 'fff5329ab1c8']"
13504,1,1,1.0,1.0,1.0,1.0,1.0,['ecb2a4e1a1fa'],['ecb2a4e1a1fa']
13521,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['25d58c9958a1', '3a6f5c444289']","['152237eefc3f', '3a6f5c444289']"
13616,4,0,0.0,0.0,0.0,0.0,0.0,[],"['1efce104e781', '89d0c51b879c', 'b48941c0d5ca', 'b6242f577a42']"
14181,1,1,1.0,1.0,1.0,1.0,1.0,['4e74c9930797'],['4e74c9930797']
14216,1,1,1.0,1.0,1.0,1.0,1.0,['4abfaf9bc389'],['4abfaf9bc389']
14241,2,0,0.0,0.0,0.0,0.0,0.0,[],"['a5ac25fc0563', 'b2344a02572e']"
14786,3,0,0.0,0.0,0.0,0.0,0.0,[],"['14fb8a2ec8db', '3996e2737fb9', 'c41b4b933f56']"
15029,7,0,0.0,0.0,0.0,0.0,0.0,[],"['3c851da55aac', '57a6b9f2cf56', '8ca7cfd132aa', '9234ae31b0a2', 'd72e71ef8ca8', 'dc625a5a1041', 'f9d0fbb7b32f']"
15062,1,1,1.0,1.0,1.0,1.0,1.0,['6e399cf8aa8e'],['6e399cf8aa8e']
15078,5,0,0.0,0.0,0.0,0.0,0.0,[],"['084c87e116db', '1edb30f3178b', '464634ebe057', 'bc006feb2b80', 'bc7966c9dc1f']"
15214,2,2,1.0,1.0,1.0,1.0,1.0,"['38bb21e7f775', '853fdf9caac6']","['38bb21e7f775', '853fdf9caac6']"
15239,3,0,0.0,0.0,0.0,0.0,0.0,[],"['3ee8e3bb6220', 'a744749421e5', 'a8976247784a']"
15341,4,0,0.0,0.0,0.0,0.0,0.0,[],"['10a8072bbf50', '7a8c69ef89e7', 'c6ad3ad8d223', 'e2f4e811dc93']"
15367,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,"['5e327d32647a', 'd10a0c6b38df', 'f13e6ee2b13c']","['11cbc69f0a30', '37bf8dea28ad', 'f13e6ee2b13c']"
15569,1,1,1.0,1.0,1.0,1.0,1.0,['d4460fbe737d'],['d4460fbe737d']
15652,1,1,1.0,1.0,1.0,1.0,1.0,['0fe60a51ef33'],['0fe60a51ef33']
15659,1,1,1.0,1.0,1.0,1.0,1.0,['192b90ca9c41'],['192b90ca9c41']
15703,7,0,0.0,0.0,0.0,0.0,0.0,[],"['1f8353b805b7', '433253fb222e', '43fdc2100edb', '684e724781d9', '81abb699c2f5', 'ac8205d8aff5', 'ca7d5b5f4949']"
16068,1,0,0.0,0.0,0.0,0.0,0.0,[],['2ea144a7bc40']
16231,1,1,1.0,1.0,1.0,1.0,1.0,['63a42e258e3f'],['63a42e258e3f']
16240,1,1,1.0,1.0,1.0,1.0,1.0,['c69f529168ba'],['c69f529168ba']
16358,1,1,1.0,1.0,1.0,1.0,1.0,['43f560b0cb07'],['43f560b0cb07']
16424,1,1,0.0,0.0,0.0,0.0,0.0,['9234ae31b0a2'],['dea15508267f']
16511,1,1,1.0,1.0,1.0,1.0,1.0,['d7a1e2c5228e'],['d7a1e2c5228e']
16833,1,1,1.0,1.0,1.0,1.0,1.0,['b81ef24e3b4c'],['b81ef24e3b4c']
16850,1,1,0.0,0.0,0.0,0.0,0.0,['b81ef24e3b4c'],['0cb324b0a0f6']
16996,2,0,0.0,0.0,0.0,0.0,0.0,[],"['4cfde1c32bf0', 'ee4f865742d1']"
17061,1,1,1.0,1.0,1.0,1.0,1.0,['366691f043b3'],['366691f043b3']
17085,1,1,1.0,1.0,1.0,1.0,1.0,['772bfd4acdb3'],['772bfd4acdb3']
17117,6,0,0.0,0.0,0.0,0.0,0.0,[],"['0624c9c76293', '1d1a132d1a3d', '1d704e2beb76', '5dea5d29cd22', '79c3bcee9f83', '871d73cf1afc']"
17292,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0a8bbb20a0a8', '466db8f98a28', '8ba736b17deb', '91f4d7aa7843']"
17560,1,1,1.0,1.0,1.0,1.0,1.0,['10db1806fd2f'],['10db1806fd2f']
17641,2,2,0.5,0.5,0.5,0.5,0.38685280723454163,"['39e9a710b674', '5f24dcbc9f9c']","['5f24dcbc9f9c', 'c06a9bf6aa9e']"
17654,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['13bace4a67e0', '1c6d9215703e']","['135623f6fb22', '13bace4a67e0']"
17766,2,2,0.5,0.5,0.5,1.0,0.6131471927654584,"['0aee20b33ec4', '0fc442515210']","['0fc442515210', 'cf287bd3291b']"
17844,2,0,0.0,0.0,0.0,0.0,0.0,[],"['a25139a28468', 'e4845270883e']"
18003,1,1,1.0,1.0,1.0,1.0,1.0,['7918304755e0'],['7918304755e0']
18120,7,0,0.0,0.0,0.0,0.0,0.0,[],"['14abada37b97', '8c7539ae77b1', '96cbf073493b', 'a33744adaccb', 'a48c70fd2f21', 'c866e1233347', 'eac6998bfb81']"
18150,4,0,0.0,0.0,0.0,0.0,0.0,[],"['7ba98e3cf680', '7ea64adc52de', '91442d7f6fb8', 'ece939c0b659']"
18176,2,0,0.0,0.0,0.0,0.0,0.0,[],"['63c3cb6d223c', 'efe8d544d259']"
18235,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,"['50abd0c9cdfb', 'bcfff4b49c52', 'eb88096d72e9']","['1cbfbeec1523', 'bcfff4b49c52', 'f20ddf3e7524']"
18299,1,1,1.0,1.0,1.0,1.0,1.0,['f6a0b94a63ec'],['f6a0b94a63ec']
18301,4,0,0.0,0.0,0.0,0.0,0.0,[],"['130e17ce9315', '4e7bfb1d193f', '857588fecb2d', 'c21121cc45d3']"
18544,1,1,1.0,1.0,1.0,1.0,1.0,['bda40b8b0872'],['bda40b8b0872']
18838,5,0,0.0,0.0,0.0,0.0,0.0,[],"['083cf40432a9', '154c9868f0b4', '44f6df580f87', '49944f39f715', 'a0c91b84a581']"
19006,3,0,0.0,0.0,0.0,0.0,0.0,[],"['66ca91bcf021', '8f15a9f3f0b1', 'aa6ebb8b082a']"
19014,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,"['97263d23dbaf', 'fab8636ff826', 'ff409cea0954']","['555c2a280bba', '8c98aab4380e', 'ff409cea0954']"
19118,2,2,1.0,1.0,1.0,1.0,1.0,"['5ca826a8daef', '9d9e6537d7c4']","['5ca826a8daef', '9d9e6537d7c4']"
19232,2,2,1.0,1.0,1.0,1.0,1.0,"['4e948956a874', 'edc768d8d44c']","['4e948956a874', 'edc768d8d44c']"
19446,4,0,0.0,0.0,0.0,0.0,0.0,[],"['44f7772c19f6', '751efb88facc', 'd1686a16fb54', 'e122b71292b6']"
19690,1,1,1.0,1.0,1.0,1.0,1.0,['e19bf97886dc'],['e19bf97886dc']
20293,7,0,0.0,0.0,0.0,0.0,0.0,[],"['141106d5d474', '17183eca0aee', '9a5fe71bf2d2', 'a020c11b2353', 'a2ac715cdef1', 'e9c3a18118cd', 'f14c641411a1']"
20368,1,1,1.0,1.0,1.0,1.0,1.0,['8d6cd89aebe5'],['8d6cd89aebe5']
20420,4,0,0.0,0.0,0.0,0.0,0.0,[],"['94d728cd5724', 'd62508bf05df', 'e5ede654e4f6', 'f28759742008']"
21053,3,0,0.0,0.0,0.0,0.0,0.0,[],"['38dd5b35be04', '47578e2bcfa7', '8e53b3d8d331']"
