Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True,Scores
11,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['b059fe6f1490', 'e0ab194da921']",['e0ab194da921'],"{'e0ab194da921': 0.9, 'b059fe6f1490': 0.7}"
431,1,1,1.0,1.0,1.0,1.0,1.0,['07ee014f12ae'],['07ee014f12ae'],{'07ee014f12ae': 0.99}
544,1,0,0.0,0.0,0.0,0.0,0.0,[],['2fa92279f874'],{}
723,1,1,1.0,1.0,1.0,1.0,1.0,['d1f489fd2f1d'],['d1f489fd2f1d'],{'d1f489fd2f1d': 0.95}
2260,1,0,0.0,0.0,0.0,0.0,0.0,[],['a06876e6598c'],{}
6631,3,0,0.0,0.0,0.0,0.0,0.0,[],"['5b6da59253d0', 'b059fe6f1490', 'f62bc0739f79']",{}
7455,2,0,0.0,0.0,0.0,0.0,0.0,[],"['2b6812cbdb5b', '35de56f1d800']",{}
8348,1,1,1.0,1.0,1.0,1.0,1.0,['1d0f556d0de7'],['1d0f556d0de7'],"{'1d0f556d0de7': 0.95, 'b536b41d6c33': 0.3, '5b6da59253d0': 0.2}"
8866,1,1,1.0,1.0,1.0,1.0,1.0,['d134ca70c0f4'],['d134ca70c0f4'],{'d134ca70c0f4': 0.95}
9211,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['46b4157ac1e3'],"['46b4157ac1e3', '54c6c5be1d57']","{'46b4157ac1e3': 0.9, 'ca620d4e2740': 0.4}"
9690,3,0,0.0,0.0,0.0,0.0,0.0,[],"['3a720d05aad0', '3c824143e4e9', '8368ee42c805']",{}
10203,1,1,1.0,1.0,1.0,1.0,1.0,['2a4328c85bb7'],['2a4328c85bb7'],"{'2a4328c85bb7': 0.95, 'e13315d4a725': 0.15}"
10314,2,0,0.0,0.0,0.0,0.0,0.0,[],"['8d3526b255c7', 'f98e0d2b02c4']",{}
10838,4,0,0.0,0.0,0.0,0.0,0.0,[],"['0756c993fc0e', '99ef6dded16c', 'bd356552274a', 'f5343a5fde78']",{}
10858,4,0,0.0,0.0,0.0,0.0,0.0,[],"['235c6d754a63', '56fabe35522c', 'd57331aef60a', 'd60c28c5b640']",{}
