Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
11,1,2,0.5,1.0,0.6666666666666666,1.0,1.0,"['b059fe6f1490', 'e0ab194da921']",['e0ab194da921']
431,1,1,1.0,1.0,1.0,1.0,1.0,['07ee014f12ae'],['07ee014f12ae']
544,1,0,0.0,0.0,0.0,0.0,0.0,[],['2fa92279f874']
723,1,1,1.0,1.0,1.0,1.0,1.0,['d1f489fd2f1d'],['d1f489fd2f1d']
2260,1,0,0.0,0.0,0.0,0.0,0.0,[],['a06876e6598c']
6631,3,2,0.5,0.3333333333333333,0.4,1.0,0.46927872602275644,"['9232e59247d6', 'b059fe6f1490']","['5b6da59253d0', 'b059fe6f1490', 'f62bc0739f79']"
7455,2,0,0.0,0.0,0.0,0.0,0.0,[],"['2b6812cbdb5b', '35de56f1d800']"
8348,1,1,1.0,1.0,1.0,1.0,1.0,['1d0f556d0de7'],['1d0f556d0de7']
8866,1,1,1.0,1.0,1.0,1.0,1.0,['d134ca70c0f4'],['d134ca70c0f4']
9211,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['46b4157ac1e3'],"['46b4157ac1e3', '54c6c5be1d57']"
9690,3,2,1.0,0.6666666666666666,0.8,1.0,0.7653606369886217,"['3a720d05aad0', '8368ee42c805']","['3a720d05aad0', '3c824143e4e9', '8368ee42c805']"
10203,1,1,1.0,1.0,1.0,1.0,1.0,['2a4328c85bb7'],['2a4328c85bb7']
10314,2,1,0.0,0.0,0.0,0.0,0.0,['6a5ef9ebc798'],"['8d3526b255c7', 'f98e0d2b02c4']"
10838,4,2,0.0,0.0,0.0,0.0,0.0,"['21163ad220cc', '96a16dd48d06']","['0756c993fc0e', '99ef6dded16c', 'bd356552274a', 'f5343a5fde78']"
10858,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['56fabe35522c'],"['235c6d754a63', '56fabe35522c', 'd57331aef60a', 'd60c28c5b640']"
10866,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['c76949a34f9f'],"['86952e52f2dd', 'c76949a34f9f']"
10897,2,0,0.0,0.0,0.0,0.0,0.0,[],"['156d51d85226', '387d01bfa30d']"
10920,1,1,1.0,1.0,1.0,1.0,1.0,['f841a74dc589'],['f841a74dc589']
10977,1,1,1.0,1.0,1.0,1.0,1.0,['6a3630a55143'],['6a3630a55143']
11563,2,1,1.0,0.5,0.6666666666666666,1.0,0.6131471927654584,['b6141b6537f9'],"['785ce389e309', 'b6141b6537f9']"
11601,1,1,1.0,1.0,1.0,1.0,1.0,['660493143d00'],['660493143d00']
11686,4,0,0.0,0.0,0.0,0.0,0.0,[],"['5430d89558b9', '65aa8f18f5ea', 'ba14cfdc55c6', 'bcd0127eb624']"
11693,1,1,1.0,1.0,1.0,1.0,1.0,['e23d9f3d4e01'],['e23d9f3d4e01']
11809,1,0,0.0,0.0,0.0,0.0,0.0,[],['9b97a1a0294b']
12087,1,2,0.0,0.0,0.0,0.0,0.0,"['09a2555c07ca', '65c635767e1a']",['db474932f8d4']
12404,6,1,1.0,0.16666666666666666,0.2857142857142857,1.0,0.30260241349881345,['a835d522c01c'],"['22abf4db5db0', '8428bf23bedb', '96c6fcb31cd7', 'a835d522c01c', 'ec06b3fdb263', 'f17b130e51f7']"
12682,5,1,1.0,0.2,0.33333333333333337,1.0,0.3391602052736161,['a14bc99f0d1e'],"['20c9e602f1fb', '5a410f05f03c', 'a14bc99f0d1e', 'b580378c3367', 'c2868b0574f9']"
12783,4,1,1.0,0.25,0.4,1.0,0.3903800499921017,['919a3bdeca3d'],"['6d496cf0ddbd', '835ebde52eb4', '919a3bdeca3d', 'e36eadb3c26a']"
12892,2,2,1.0,1.0,1.0,1.0,1.0,"['9a3d3b2fa66f', 'f2f6a8049cf0']","['9a3d3b2fa66f', 'f2f6a8049cf0']"
